IP地址,数据中心,地区,城市,网络延迟
172.67.1.96,LAX,北美洲,洛杉矶,182 ms
1.0.0.0,LAX,北美洲,洛杉矶,182 ms
104.27.71.165,LAX,北美洲,洛杉矶,182 ms
104.19.92.219,LAX,北美洲,洛杉矶,182 ms
104.24.161.40,LAX,北美洲,洛杉矶,182 ms
104.20.222.96,LAX,北美洲,洛杉矶,182 ms
104.24.81.252,LAX,北美洲,洛杉矶,182 ms
104.20.79.62,LAX,北美洲,洛杉矶,182 ms
104.18.212.11,SJC,北美洲,圣何塞,182 ms
104.18.210.250,SJC,北美洲,圣何塞,182 ms
104.20.197.145,LAX,北美洲,洛杉矶,182 ms
104.17.227.11,SEA,北美洲,西雅图,182 ms
104.24.30.203,LAX,北美洲,洛杉矶,182 ms
1.0.0.108,LAX,北美洲,洛杉矶,182 ms
104.16.4.212,SEA,北美洲,西雅图,182 ms
104.24.22.117,LAX,北美洲,洛杉矶,182 ms
1.0.0.164,LAX,北美洲,洛杉矶,183 ms
1.0.0.215,LAX,北美洲,洛杉矶,183 ms
104.24.173.58,LAX,北美洲,洛杉矶,183 ms
104.25.39.238,LAX,北美洲,洛杉矶,183 ms
104.24.172.32,LAX,北美洲,洛杉矶,183 ms
162.159.135.41,HKG,亚太地区,香港,183 ms
104.20.164.224,LAX,北美洲,洛杉矶,183 ms
104.27.39.176,LAX,北美洲,洛杉矶,183 ms
104.19.163.65,SEA,北美洲,西雅图,183 ms
104.18.52.71,LAX,北美洲,洛杉矶,183 ms
1.0.0.173,LAX,北美洲,洛杉矶,183 ms
1.0.0.87,LAX,北美洲,洛杉矶,183 ms
1.0.0.118,LAX,北美洲,洛杉矶,183 ms
104.20.221.179,LAX,北美洲,洛杉矶,183 ms
104.18.16.74,HKG,亚太地区,香港,183 ms
104.19.70.94,LAX,北美洲,洛杉矶,183 ms
104.20.220.173,LAX,北美洲,洛杉矶,183 ms
104.20.218.215,LAX,北美洲,洛杉矶,183 ms
104.19.87.75,LAX,北美洲,洛杉矶,183 ms
104.19.167.7,SEA,北美洲,西雅图,183 ms
104.18.192.158,SJC,北美洲,圣何塞,183 ms
104.19.192.39,LAX,北美洲,洛杉矶,183 ms
104.17.70.7,HKG,亚太地区,香港,183 ms
104.24.50.66,LAX,北美洲,洛杉矶,183 ms
104.19.24.153,LAX,北美洲,洛杉矶,183 ms
1.0.0.254,LAX,北美洲,洛杉矶,183 ms
104.18.22.213,SEA,北美洲,西雅图,183 ms
1.0.0.101,LAX,北美洲,洛杉矶,183 ms
23.227.39.211,SEA,北美洲,西雅图,183 ms
185.148.107.126,LAX,北美洲,洛杉矶,183 ms
104.16.63.148,SEA,北美洲,西雅图,183 ms
104.24.57.55,LAX,北美洲,洛杉矶,183 ms
104.19.206.50,LAX,北美洲,洛杉矶,183 ms
104.17.240.39,SEA,北美洲,西雅图,183 ms
1.0.0.50,LAX,北美洲,洛杉矶,183 ms
104.18.196.99,SJC,北美洲,圣何塞,183 ms
104.24.171.2,LAX,北美洲,洛杉矶,183 ms
104.24.168.83,LAX,北美洲,洛杉矶,183 ms
172.66.40.59,LAX,北美洲,洛杉矶,183 ms
1.0.0.134,LAX,北美洲,洛杉矶,183 ms
104.20.238.140,LAX,北美洲,洛杉矶,183 ms
104.16.223.58,SJC,北美洲,圣何塞,183 ms
104.16.51.92,SEA,北美洲,西雅图,183 ms
104.24.251.208,LAX,北美洲,洛杉矶,183 ms
104.18.253.154,SJC,北美洲,圣何塞,184 ms
104.18.202.152,SJC,北美洲,圣何塞,184 ms
104.17.138.77,HKG,亚太地区,香港,184 ms
104.19.242.152,LAX,北美洲,洛杉矶,184 ms
104.19.162.121,SEA,北美洲,西雅图,184 ms
104.18.17.152,SEA,北美洲,西雅图,184 ms
104.23.97.62,LAX,北美洲,洛杉矶,184 ms
104.18.233.47,SJC,北美洲,圣何塞,184 ms
104.16.11.35,SEA,北美洲,西雅图,184 ms
104.18.30.52,HKG,亚太地区,香港,184 ms
104.21.196.229,LAX,北美洲,洛杉矶,184 ms
104.18.254.18,SJC,北美洲,圣何塞,184 ms
104.20.223.134,LAX,北美洲,洛杉矶,184 ms
1.0.0.255,LAX,北美洲,洛杉矶,184 ms
104.20.168.33,LAX,北美洲,洛杉矶,184 ms
104.18.78.78,SEA,北美洲,西雅图,184 ms
104.24.35.238,LAX,北美洲,洛杉矶,184 ms
104.20.167.221,LAX,北美洲,洛杉矶,184 ms
104.16.47.92,SEA,北美洲,西雅图,184 ms
104.16.46.240,SEA,北美洲,西雅图,184 ms
104.16.42.101,SEA,北美洲,西雅图,184 ms
1.0.0.153,LAX,北美洲,洛杉矶,184 ms
1.0.0.246,LAX,北美洲,洛杉矶,184 ms
1.0.0.56,LAX,北美洲,洛杉矶,184 ms
162.159.240.35,LAX,北美洲,洛杉矶,184 ms
104.20.233.182,LAX,北美洲,洛杉矶,184 ms
104.20.227.165,LAX,北美洲,洛杉矶,184 ms
104.20.230.25,LAX,北美洲,洛杉矶,184 ms
104.21.49.90,LAX,北美洲,洛杉矶,184 ms
1.0.0.20,LAX,北美洲,洛杉矶,184 ms
104.23.103.43,LAX,北美洲,洛杉矶,184 ms
162.159.241.253,LAX,北美洲,洛杉矶,184 ms
104.19.119.153,LAX,北美洲,洛杉矶,184 ms
104.18.29.233,SEA,北美洲,西雅图,184 ms
104.19.179.190,SJC,北美洲,圣何塞,184 ms
104.24.157.142,LAX,北美洲,洛杉矶,184 ms
104.16.224.165,SJC,北美洲,圣何塞,184 ms
104.16.225.55,SJC,北美洲,圣何塞,184 ms
104.24.71.250,LAX,北美洲,洛杉矶,184 ms
104.24.33.179,LAX,北美洲,洛杉矶,184 ms
104.19.176.6,SJC,北美洲,圣何塞,184 ms
104.16.40.193,SEA,北美洲,西雅图,184 ms
172.67.148.64,LAX,北美洲,洛杉矶,184 ms
104.25.86.154,LAX,北美洲,洛杉矶,184 ms
104.19.27.60,LAX,北美洲,洛杉矶,184 ms
104.25.92.145,LAX,北美洲,洛杉矶,184 ms
104.19.246.253,SJC,北美洲,圣何塞,184 ms
104.16.0.251,SEA,北美洲,西雅图,185 ms
172.67.156.171,LAX,北美洲,洛杉矶,185 ms
1.0.0.9,LAX,北美洲,洛杉矶,185 ms
154.83.2.59,LAX,北美洲,洛杉矶,185 ms
104.16.64.135,SJC,北美洲,圣何塞,185 ms
104.18.13.145,SJC,北美洲,圣何塞,185 ms
104.19.117.88,LAX,北美洲,洛杉矶,185 ms
104.19.161.79,SEA,北美洲,西雅图,185 ms
104.19.160.5,SEA,北美洲,西雅图,185 ms
104.19.1.191,LAX,北美洲,洛杉矶,185 ms
104.19.194.173,LAX,北美洲,洛杉矶,185 ms
162.159.39.112,LAX,北美洲,洛杉矶,185 ms
104.18.205.28,SJC,北美洲,圣何塞,185 ms
104.18.207.230,SJC,北美洲,圣何塞,185 ms
104.16.222.134,SJC,北美洲,圣何塞,185 ms
104.16.220.102,SJC,北美洲,圣何塞,185 ms
104.18.23.76,SEA,北美洲,西雅图,185 ms
104.22.62.217,SEA,北美洲,西雅图,185 ms
104.19.236.44,SJC,北美洲,圣何塞,185 ms
104.18.209.223,SJC,北美洲,圣何塞,185 ms
104.18.211.157,SJC,北美洲,圣何塞,185 ms
104.23.100.4,LAX,北美洲,洛杉矶,185 ms
104.24.144.80,LAX,北美洲,洛杉矶,185 ms
104.18.180.94,SEA,北美洲,西雅图,185 ms
104.24.164.79,LAX,北美洲,洛杉矶,185 ms
104.20.235.134,LAX,北美洲,洛杉矶,185 ms
104.24.166.178,LAX,北美洲,洛杉矶,186 ms
104.24.167.247,LAX,北美洲,洛杉矶,186 ms
104.24.170.172,LAX,北美洲,洛杉矶,186 ms
104.24.169.25,LAX,北美洲,洛杉矶,186 ms
1.0.0.170,LAX,北美洲,洛杉矶,186 ms
1.0.0.194,LAX,北美洲,洛杉矶,186 ms
1.0.0.198,LAX,北美洲,洛杉矶,186 ms
1.0.0.184,LAX,北美洲,洛杉矶,186 ms
104.19.170.119,SEA,北美洲,西雅图,186 ms
104.20.66.227,LAX,北美洲,洛杉矶,186 ms
104.16.14.117,SEA,北美洲,西雅图,186 ms
104.19.205.7,LAX,北美洲,洛杉矶,186 ms
1.0.0.195,LAX,北美洲,洛杉矶,186 ms
104.16.60.211,SEA,北美洲,西雅图,186 ms
1.0.0.227,LAX,北美洲,洛杉矶,186 ms
104.19.178.133,SJC,北美洲,圣何塞,186 ms
104.19.4.13,LAX,北美洲,洛杉矶,186 ms
104.16.34.252,SEA,北美洲,西雅图,186 ms
104.16.36.240,SEA,北美洲,西雅图,186 ms
104.22.49.115,SEA,北美洲,西雅图,186 ms
104.16.52.14,SEA,北美洲,西雅图,186 ms
104.16.56.248,SEA,北美洲,西雅图,186 ms
104.19.204.199,LAX,北美洲,洛杉矶,186 ms
104.19.203.90,LAX,北美洲,洛杉矶,186 ms
1.0.0.101,LAX,北美洲,洛杉矶,186 ms
1.0.0.45,LAX,北美洲,洛杉矶,186 ms
104.22.48.84,HKG,亚太地区,香港,186 ms
104.18.28.132,SEA,北美洲,西雅图,186 ms
104.16.2.137,SEA,北美洲,西雅图,186 ms
104.18.68.147,SEA,北美洲,西雅图,186 ms
104.19.77.66,LAX,北美洲,洛杉矶,186 ms
1.0.0.58,LAX,北美洲,洛杉矶,186 ms
1.0.0.135,LAX,北美洲,洛杉矶,186 ms
104.18.63.99,SEA,北美洲,西雅图,186 ms
104.16.48.55,SEA,北美洲,西雅图,187 ms
104.16.43.62,SEA,北美洲,西雅图,187 ms
104.19.168.117,SEA,北美洲,西雅图,187 ms
104.19.23.82,LAX,北美洲,洛杉矶,187 ms
104.22.57.76,SEA,北美洲,西雅图,187 ms
104.22.56.84,SEA,北美洲,西雅图,187 ms
104.22.59.4,SEA,北美洲,西雅图,187 ms
104.22.55.255,SEA,北美洲,西雅图,187 ms
1.0.0.218,LAX,北美洲,洛杉矶,187 ms
1.0.0.205,LAX,北美洲,洛杉矶,187 ms
1.0.0.186,LAX,北美洲,洛杉矶,187 ms
104.18.184.39,SEA,北美洲,西雅图,187 ms
104.18.66.54,SEA,北美洲,西雅图,187 ms
104.21.27.177,SEA,北美洲,西雅图,187 ms
1.0.0.86,LAX,北美洲,洛杉矶,187 ms
1.0.0.56,LAX,北美洲,洛杉矶,187 ms
1.0.0.134,LAX,北美洲,洛杉矶,187 ms
1.0.0.228,LAX,北美洲,洛杉矶,187 ms
104.16.219.50,HKG,亚太地区,香港,187 ms
104.22.63.223,SEA,北美洲,西雅图,187 ms
104.19.195.47,LAX,北美洲,洛杉矶,187 ms
1.0.0.121,LAX,北美洲,洛杉矶,187 ms
104.18.186.112,SEA,北美洲,西雅图,188 ms
156.252.2.96,LAX,北美洲,洛杉矶,188 ms
1.0.0.230,LAX,北美洲,洛杉矶,188 ms
104.22.50.103,SEA,北美洲,西雅图,188 ms
104.22.53.235,HKG,亚太地区,香港,188 ms
104.21.31.71,SEA,北美洲,西雅图,188 ms
104.18.187.231,SEA,北美洲,西雅图,188 ms
104.18.75.95,SEA,北美洲,西雅图,188 ms
1.0.0.95,LAX,北美洲,洛杉矶,188 ms
104.19.22.10,LAX,北美洲,洛杉矶,188 ms
104.18.194.142,SJC,北美洲,圣何塞,188 ms
104.19.201.26,LAX,北美洲,洛杉矶,188 ms
104.22.51.168,SEA,北美洲,西雅图,188 ms
1.0.0.36,LAX,北美洲,洛杉矶,188 ms
1.0.0.197,LAX,北美洲,洛杉矶,188 ms
104.19.19.200,LAX,北美洲,洛杉矶,188 ms
104.19.20.244,LAX,北美洲,洛杉矶,188 ms
104.19.18.240,LAX,北美洲,洛杉矶,188 ms
104.16.38.40,SEA,北美洲,西雅图,188 ms
104.16.62.46,SEA,北美洲,西雅图,188 ms
104.16.61.19,SEA,北美洲,西雅图,188 ms
104.16.59.141,SEA,北美洲,西雅图,188 ms
104.16.57.45,SEA,北美洲,西雅图,188 ms
104.18.208.27,SJC,北美洲,圣何塞,188 ms
104.25.182.228,LAX,北美洲,洛杉矶,189 ms
104.16.33.220,SEA,北美洲,西雅图,189 ms
104.16.37.227,SEA,北美洲,西雅图,189 ms
104.16.35.68,SEA,北美洲,西雅图,189 ms
104.16.12.208,SEA,北美洲,西雅图,189 ms
104.16.13.249,SEA,北美洲,西雅图,189 ms
1.0.0.59,LAX,北美洲,洛杉矶,189 ms
1.0.0.247,LAX,北美洲,洛杉矶,189 ms
1.0.0.145,LAX,北美洲,洛杉矶,189 ms
1.0.0.241,LAX,北美洲,洛杉矶,189 ms
1.0.0.241,LAX,北美洲,洛杉矶,189 ms
1.0.0.115,LAX,北美洲,洛杉矶,189 ms
1.0.0.240,LAX,北美洲,洛杉矶,189 ms
1.0.0.226,LAX,北美洲,洛杉矶,189 ms
104.18.73.250,SEA,北美洲,西雅图,189 ms
104.24.165.230,LAX,北美洲,洛杉矶,189 ms
104.22.61.113,SEA,北美洲,西雅图,189 ms
104.22.54.55,SEA,北美洲,西雅图,189 ms
104.22.60.222,SEA,北美洲,西雅图,189 ms
104.19.198.245,LAX,北美洲,洛杉矶,189 ms
104.19.200.125,LAX,北美洲,洛杉矶,189 ms
104.16.9.29,SEA,北美洲,西雅图,189 ms
1.0.0.237,LAX,北美洲,洛杉矶,189 ms
1.0.0.229,LAX,北美洲,洛杉矶,189 ms
1.0.0.130,LAX,北美洲,洛杉矶,189 ms
104.19.0.127,LAX,北美洲,洛杉矶,189 ms
104.19.197.159,LAX,北美洲,洛杉矶,189 ms
1.0.0.225,LAX,北美洲,洛杉矶,189 ms
172.67.77.158,HKG,亚太地区,香港,189 ms
104.26.3.157,SEA,北美洲,西雅图,189 ms
104.19.202.22,LAX,北美洲,洛杉矶,189 ms
1.0.0.201,LAX,北美洲,洛杉矶,189 ms
1.0.0.98,LAX,北美洲,洛杉矶,189 ms
104.19.140.62,LAX,北美洲,洛杉矶,189 ms
104.26.8.177,SEA,北美洲,西雅图,189 ms
104.26.7.184,SEA,北美洲,西雅图,189 ms
1.0.0.66,LAX,北美洲,洛杉矶,190 ms
1.0.0.196,LAX,北美洲,洛杉矶,190 ms
1.0.0.28,LAX,北美洲,洛杉矶,190 ms
1.0.0.8,LAX,北美洲,洛杉矶,190 ms
1.0.0.87,LAX,北美洲,洛杉矶,190 ms
1.0.0.0,LAX,北美洲,洛杉矶,190 ms
1.0.0.22,LAX,北美洲,洛杉矶,190 ms
1.0.0.37,LAX,北美洲,洛杉矶,190 ms
1.0.0.70,LAX,北美洲,洛杉矶,190 ms
1.0.0.132,LAX,北美洲,洛杉矶,190 ms
1.0.0.219,LAX,北美洲,洛杉矶,190 ms
1.0.0.49,LAX,北美洲,洛杉矶,190 ms
1.0.0.189,LAX,北美洲,洛杉矶,190 ms
1.0.0.158,LAX,北美洲,洛杉矶,190 ms
1.0.0.247,LAX,北美洲,洛杉矶,190 ms
1.0.0.99,LAX,北美洲,洛杉矶,190 ms
1.0.0.208,LAX,北美洲,洛杉矶,190 ms
1.0.0.47,LAX,北美洲,洛杉矶,190 ms
1.0.0.127,LAX,北美洲,洛杉矶,190 ms
1.0.0.107,LAX,北美洲,洛杉矶,190 ms
104.18.64.254,SEA,北美洲,西雅图,190 ms
104.18.200.96,SJC,北美洲,圣何塞,190 ms
104.19.171.97,SEA,北美洲,西雅图,190 ms
104.19.173.195,SEA,北美洲,西雅图,190 ms
104.19.21.58,LAX,北美洲,洛杉矶,190 ms
190.93.245.245,SJC,北美洲,圣何塞,190 ms
1.0.0.104,LAX,北美洲,洛杉矶,190 ms
1.0.0.244,LAX,北美洲,洛杉矶,190 ms
1.0.0.223,LAX,北美洲,洛杉矶,190 ms
1.0.0.200,LAX,北美洲,洛杉矶,190 ms
104.19.169.210,SEA,北美洲,西雅图,190 ms
104.21.28.152,SEA,北美洲,西雅图,190 ms
104.19.165.249,SEA,北美洲,西雅图,190 ms
104.18.199.53,SJC,北美洲,圣何塞,190 ms
104.18.65.131,SEA,北美洲,西雅图,190 ms
104.19.172.196,SEA,北美洲,西雅图,190 ms
104.21.237.75,SEA,北美洲,西雅图,190 ms
104.19.166.186,SEA,北美洲,西雅图,190 ms
104.18.206.58,SJC,北美洲,圣何塞,190 ms
1.0.0.77,LAX,北美洲,洛杉矶,191 ms
104.16.15.217,SEA,北美洲,西雅图,191 ms
1.0.0.115,LAX,北美洲,洛杉矶,191 ms
1.0.0.209,LAX,北美洲,洛杉矶,191 ms
1.0.0.221,LAX,北美洲,洛杉矶,191 ms
1.0.0.116,LAX,北美洲,洛杉矶,191 ms
104.18.176.136,SEA,北美洲,西雅图,191 ms
104.18.201.59,SJC,北美洲,圣何塞,191 ms
104.18.198.238,SJC,北美洲,圣何塞,191 ms
104.21.18.164,SEA,北美洲,西雅图,191 ms
104.18.203.183,SJC,北美洲,圣何塞,191 ms
104.18.255.73,SJC,北美洲,圣何塞,191 ms
104.19.174.219,SEA,北美洲,西雅图,191 ms
104.26.10.102,SEA,北美洲,西雅图,191 ms
172.66.43.207,SEA,北美洲,西雅图,191 ms
1.0.0.243,LAX,北美洲,洛杉矶,191 ms
1.0.0.67,LAX,北美洲,洛杉矶,191 ms
1.0.0.146,LAX,北美洲,洛杉矶,191 ms
1.0.0.190,LAX,北美洲,洛杉矶,191 ms
1.0.0.35,LAX,北美洲,洛杉矶,191 ms
1.0.0.53,LAX,北美洲,洛杉矶,191 ms
103.11.212.23,SJC,北美洲,圣何塞,191 ms
104.21.22.243,SEA,北美洲,西雅图,191 ms
156.252.3.241,LAX,北美洲,洛杉矶,191 ms
172.67.232.1,LAX,北美洲,洛杉矶,191 ms
104.18.71.189,SEA,北美洲,西雅图,191 ms
104.18.70.115,SEA,北美洲,西雅图,191 ms
104.19.241.215,LAX,北美洲,洛杉矶,192 ms
104.22.58.47,SEA,北美洲,西雅图,192 ms
104.19.138.51,LAX,北美洲,洛杉矶,192 ms
104.26.0.225,SEA,北美洲,西雅图,192 ms
104.26.1.136,SEA,北美洲,西雅图,192 ms
104.17.74.182,HKG,亚太地区,香港,192 ms
104.26.6.131,SEA,北美洲,西雅图,192 ms
104.18.182.248,SEA,北美洲,西雅图,192 ms
104.26.9.242,SEA,北美洲,西雅图,192 ms
104.24.159.86,LAX,北美洲,洛杉矶,192 ms
104.18.197.195,SJC,北美洲,圣何塞,192 ms
1.0.0.15,LAX,北美洲,洛杉矶,192 ms
104.21.24.77,SEA,北美洲,西雅图,192 ms
104.21.23.108,SEA,北美洲,西雅图,192 ms
104.19.175.108,SEA,北美洲,西雅图,192 ms
104.26.5.195,SEA,北美洲,西雅图,192 ms
104.19.207.27,LAX,北美洲,洛杉矶,193 ms
104.16.39.219,SEA,北美洲,西雅图,193 ms
104.21.16.228,SEA,北美洲,西雅图,193 ms
104.21.228.137,SEA,北美洲,西雅图,193 ms
104.21.30.19,SEA,北美洲,西雅图,193 ms
104.21.29.230,SEA,北美洲,西雅图,193 ms
104.26.14.102,SEA,北美洲,西雅图,193 ms
104.26.15.85,SEA,北美洲,西雅图,193 ms
104.19.5.94,LAX,北美洲,洛杉矶,193 ms
104.21.238.136,SEA,北美洲,西雅图,193 ms
104.21.19.16,SEA,北美洲,西雅图,194 ms
104.26.2.79,SEA,北美洲,西雅图,194 ms
104.19.2.14,LAX,北美洲,洛杉矶,194 ms
1.0.0.2,LAX,北美洲,洛杉矶,194 ms
104.26.11.53,SEA,北美洲,西雅图,194 ms
104.16.32.33,SEA,北美洲,西雅图,194 ms
104.21.224.234,SEA,北美洲,西雅图,195 ms
104.21.17.228,SEA,北美洲,西雅图,195 ms
198.41.219.214,SJC,北美洲,圣何塞,195 ms
104.19.10.128,LAX,北美洲,洛杉矶,195 ms
104.24.162.254,LAX,北美洲,洛杉矶,195 ms
104.21.225.218,SEA,北美洲,西雅图,195 ms
104.21.232.185,SEA,北美洲,西雅图,196 ms
104.19.9.235,LAX,北美洲,洛杉矶,196 ms
104.21.230.63,SEA,北美洲,西雅图,196 ms
104.19.3.62,LAX,北美洲,洛杉矶,196 ms
104.21.226.161,SEA,北美洲,西雅图,197 ms
104.21.227.172,SEA,北美洲,西雅图,197 ms
104.21.25.107,SEA,北美洲,西雅图,197 ms
104.21.233.227,SEA,北美洲,西雅图,197 ms
104.21.234.28,SEA,北美洲,西雅图,197 ms
172.67.69.224,HKG,亚太地区,香港,197 ms
104.19.135.7,LAX,北美洲,洛杉矶,197 ms
104.21.235.21,SEA,北美洲,西雅图,198 ms
104.21.239.119,SEA,北美洲,西雅图,198 ms
104.18.191.200,SEA,北美洲,西雅图,198 ms
172.67.23.216,HKG,亚太地区,香港,198 ms
104.19.131.125,LAX,北美洲,洛杉矶,198 ms
104.19.11.169,LAX,北美洲,洛杉矶,199 ms
104.19.12.119,LAX,北美洲,洛杉矶,199 ms
104.21.231.19,SEA,北美洲,西雅图,199 ms
104.21.236.67,SEA,北美洲,西雅图,199 ms
104.19.134.29,LAX,北美洲,洛杉矶,199 ms
104.19.130.41,LAX,北美洲,洛杉矶,199 ms
104.19.13.206,LAX,北美洲,洛杉矶,200 ms
104.19.7.179,LAX,北美洲,洛杉矶,200 ms
104.19.6.214,LAX,北美洲,洛杉矶,200 ms
104.19.8.150,LAX,北美洲,洛杉矶,200 ms
172.67.42.70,HKG,亚太地区,香港,200 ms
104.19.136.116,LAX,北美洲,洛杉矶,200 ms
104.21.26.199,SEA,北美洲,西雅图,200 ms
104.21.229.176,SEA,北美洲,西雅图,200 ms
104.19.132.144,LAX,北美洲,洛杉矶,200 ms
104.18.204.1,SJC,北美洲,圣何塞,201 ms
104.19.129.245,LAX,北美洲,洛杉矶,202 ms
199.60.103.81,LAX,北美洲,洛杉矶,203 ms
104.21.21.48,LHR,欧洲,伦敦,204 ms
172.67.150.22,LHR,欧洲,伦敦,204 ms
104.24.2.89,LAX,北美洲,洛杉矶,204 ms
104.19.142.158,LAX,北美洲,洛杉矶,205 ms
104.21.88.48,LHR,欧洲,伦敦,205 ms
172.64.203.27,LAX,北美洲,洛杉矶,206 ms
104.19.143.212,LAX,北美洲,洛杉矶,206 ms
104.19.128.62,LAX,北美洲,洛杉矶,206 ms
104.19.133.70,LAX,北美洲,洛杉矶,207 ms
154.202.89.84,LAX,北美洲,洛杉矶,208 ms
172.64.81.22,LAX,北美洲,洛杉矶,211 ms
172.67.195.210,LHR,欧洲,伦敦,212 ms
172.67.201.101,LHR,欧洲,伦敦,212 ms
172.67.171.61,LHR,欧洲,伦敦,212 ms
104.129.166.37,LAX,北美洲,洛杉矶,213 ms
172.64.235.54,ORD,北美洲,芝加哥,213 ms
104.21.63.240,LHR,欧洲,伦敦,214 ms
193.227.99.179,LAX,北美洲,洛杉矶,214 ms
172.64.102.73,LAX,北美洲,洛杉矶,214 ms
172.67.246.245,LAX,北美洲,洛杉矶,214 ms
154.219.5.92,LAX,北美洲,洛杉矶,214 ms
104.17.106.242,SJC,北美洲,圣何塞,214 ms
172.67.136.18,LAX,北美洲,洛杉矶,214 ms
104.21.93.154,LHR,欧洲,伦敦,215 ms
162.159.46.18,LAX,北美洲,洛杉矶,215 ms
104.21.0.79,LHR,欧洲,伦敦,215 ms
89.47.57.221,LAX,北美洲,洛杉矶,216 ms
172.67.65.78,HKG,亚太地区,香港,216 ms
93.114.65.235,LAX,北美洲,洛杉矶,216 ms
89.47.56.59,LAX,北美洲,洛杉矶,217 ms
104.16.213.127,HKG,亚太地区,香港,218 ms
104.21.2.118,LHR,欧洲,伦敦,218 ms
167.68.11.86,LAX,北美洲,洛杉矶,218 ms
104.16.129.169,FRA,欧洲,法兰克福,219 ms
104.21.20.91,LHR,欧洲,伦敦,219 ms
185.18.250.1,LAX,北美洲,洛杉矶,219 ms
104.16.107.243,FRA,欧洲,法兰克福,220 ms
45.81.58.160,LAX,北美洲,洛杉矶,220 ms
104.16.140.14,FRA,欧洲,法兰克福,221 ms
104.16.141.203,FRA,欧洲,法兰克福,221 ms
104.20.48.230,FRA,欧洲,法兰克福,221 ms
104.16.104.207,FRA,欧洲,法兰克福,221 ms
104.20.49.238,FRA,欧洲,法兰克福,222 ms
104.16.128.61,FRA,欧洲,法兰克福,222 ms
104.19.230.203,FRA,欧洲,法兰克福,222 ms
104.16.143.152,FRA,欧洲,法兰克福,222 ms
104.20.61.206,FRA,欧洲,法兰克福,222 ms
104.19.224.19,FRA,欧洲,法兰克福,222 ms
198.41.204.166,LAX,北美洲,洛杉矶,222 ms
104.20.51.134,FRA,欧洲,法兰克福,222 ms
104.20.58.92,FRA,欧洲,法兰克福,222 ms
172.67.153.94,LAX,北美洲,洛杉矶,222 ms
104.20.56.182,FRA,欧洲,法兰克福,222 ms
104.16.131.109,FRA,欧洲,法兰克福,222 ms
104.19.229.68,FRA,欧洲,法兰克福,222 ms
104.16.105.202,FRA,欧洲,法兰克福,222 ms
104.16.108.92,FRA,欧洲,法兰克福,222 ms
104.19.227.215,FRA,欧洲,法兰克福,223 ms
104.20.52.222,FRA,欧洲,法兰克福,223 ms
104.16.135.23,FRA,欧洲,法兰克福,223 ms
104.20.55.202,FRA,欧洲,法兰克福,223 ms
104.20.57.81,FRA,欧洲,法兰克福,223 ms
104.18.118.22,FRA,欧洲,法兰克福,223 ms
104.16.139.246,FRA,欧洲,法兰克福,223 ms
104.16.133.226,FRA,欧洲,法兰克福,223 ms
104.19.228.1,FRA,欧洲,法兰克福,223 ms
104.18.122.109,FRA,欧洲,法兰克福,223 ms
172.67.129.91,LHR,欧洲,伦敦,224 ms
104.16.109.189,FRA,欧洲,法兰克福,224 ms
104.16.111.44,FRA,欧洲,法兰克福,224 ms
104.16.110.46,FRA,欧洲,法兰克福,224 ms
104.20.53.196,FRA,欧洲,法兰克福,224 ms
172.67.239.252,LAX,北美洲,洛杉矶,224 ms
104.16.101.106,FRA,欧洲,法兰克福,224 ms
104.16.100.216,FRA,欧洲,法兰克福,224 ms
104.20.54.245,FRA,欧洲,法兰克福,224 ms
104.20.59.140,FRA,欧洲,法兰克福,224 ms
104.20.60.198,FRA,欧洲,法兰克福,224 ms
104.18.124.217,FRA,欧洲,法兰克福,224 ms
104.16.102.251,FRA,欧洲,法兰克福,224 ms
104.18.116.149,FRA,欧洲,法兰克福,224 ms
104.16.96.167,FRA,欧洲,法兰克福,225 ms
172.67.5.4,FRA,欧洲,法兰克福,225 ms
104.16.134.247,FRA,欧洲,法兰克福,225 ms
104.16.137.39,FRA,欧洲,法兰克福,225 ms
104.16.138.199,FRA,欧洲,法兰克福,225 ms
104.16.103.54,FRA,欧洲,法兰克福,225 ms
104.16.132.89,FRA,欧洲,法兰克福,225 ms
104.16.130.15,FRA,欧洲,法兰克福,225 ms
104.20.50.218,FRA,欧洲,法兰克福,225 ms
104.16.136.193,FRA,欧洲,法兰克福,226 ms
104.18.115.154,FRA,欧洲,法兰克福,226 ms
104.18.120.250,FRA,欧洲,法兰克福,226 ms
203.22.241.101,FRA,欧洲,法兰克福,226 ms
104.18.121.183,FRA,欧洲,法兰克福,227 ms
104.16.142.218,FRA,欧洲,法兰克福,227 ms
104.16.98.91,FRA,欧洲,法兰克福,227 ms
104.19.226.170,FRA,欧洲,法兰克福,227 ms
104.19.225.63,FRA,欧洲,法兰克福,227 ms
104.16.97.144,FRA,欧洲,法兰克福,227 ms
104.20.62.15,FRA,欧洲,法兰克福,227 ms
104.18.127.89,FRA,欧洲,法兰克福,227 ms
162.159.160.241,FRA,欧洲,法兰克福,227 ms
104.19.238.57,FRA,欧洲,法兰克福,227 ms
162.159.138.66,FRA,欧洲,法兰克福,228 ms
162.159.137.244,FRA,欧洲,法兰克福,228 ms
104.18.117.99,FRA,欧洲,法兰克福,228 ms
104.18.125.83,FRA,欧洲,法兰克福,228 ms
104.20.63.110,FRA,欧洲,法兰克福,228 ms
104.16.106.43,FRA,欧洲,法兰克福,229 ms
